4.0.7	named	com.gluonhq.attach	dialer	2020-04-22T14:12:08Z	
4.0.8	named	com.gluonhq.attach	dialer	2020-07-07T09:58:10Z	
4.0.9	named	com.gluonhq.attach	dialer	2020-09-11T11:40:14Z	
4.0.10	named	com.gluonhq.attach	dialer	2020-11-16T06:58:41Z	4.0.10
4.0.11	named	com.gluonhq.attach	dialer	2021-03-23T11:37:50Z	4.0.11
4.0.12	named	com.gluonhq.attach	dialer	2021-08-11T18:25:31Z	4.0.12
4.0.13	named	com.gluonhq.attach	dialer	2021-09-20T08:41:34Z	4.0.13
4.0.14	named	com.gluonhq.attach	dialer	2022-04-04T09:26:03Z	4.0.14
4.0.15	named	com.gluonhq.attach	dialer	2022-08-08T08:38:40Z	4.0.15
4.0.16	named	com.gluonhq.attach	dialer	2022-10-07T08:44:59Z	4.0.16
4.0.17	named	com.gluonhq.attach	dialer	2023-03-15T11:27:33Z	4.0.17
4.0.18	named	com.gluonhq.attach	dialer	2023-04-03T12:41:43Z	4.0.18
4.0.19	named	com.gluonhq.attach	dialer	2023-09-12T09:19:00Z	4.0.19
4.0.20	named	com.gluonhq.attach	dialer	2024-02-16T09:20:54Z	
4.0.21	named	com.gluonhq.attach	dialer	2024-07-19T08:00:51Z	
4.0.22	named	com.gluonhq.attach	dialer	2025-01-09T12:03:49Z	
4.0.23	named	com.gluonhq.attach	dialer	2025-07-17T04:28:41Z	
4.0.24	named	com.gluonhq.attach	dialer	2025-10-22T16:33:49Z	
4.0.25	named	com.gluonhq.attach	dialer	2026-06-18T08:49:48Z	
