4.7.10	named	io.nstream	nstream-store-cassandra	2024-04-08T19:34:48Z	4.7.10
4.8.15	named	io.nstream	nstream-store-cassandra	2024-04-27T02:25:03Z	4.8.15
4.9.16	named	io.nstream	nstream-store-cassandra	2024-05-15T23:21:50Z	4.9.16
4.9.17	named	io.nstream	nstream-store-cassandra	2024-05-28T20:52:27Z	4.9.17
4.10.18	named	io.nstream	nstream-store-cassandra	2024-06-20T01:31:39Z	4.10.18
4.11.19	named	io.nstream	nstream-store-cassandra	2024-07-08T19:48:52Z	4.11.19
4.12.20	named	io.nstream	nstream-store-cassandra	2024-08-08T17:15:52Z	4.12.20
4.13.21	named	io.nstream	nstream-store-cassandra	2024-09-23T20:17:52Z	4.13.21
4.14.22	named	io.nstream	nstream-store-cassandra	2024-10-25T20:05:34Z	4.14.22
4.15.23	named	io.nstream	nstream-store-cassandra	2024-12-06T19:47:47Z	4.15.23
