0.105.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/peekandpoke/ultra/datetime-macosarm64/0.105.0/datetime-macosarm64-0.105.0.jar returned status 404
0.105.0	metadata	2026-04-05T18:26:55Z	
0.106.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/peekandpoke/ultra/datetime-macosarm64/0.106.0/datetime-macosarm64-0.106.0.jar returned status 404
0.106.0	metadata	2026-04-13T11:36:34Z	
0.107.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/peekandpoke/ultra/datetime-macosarm64/0.107.0/datetime-macosarm64-0.107.0.jar returned status 404
0.107.0	metadata	2026-04-24T23:12:49Z	
0.107.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/peekandpoke/ultra/datetime-macosarm64/0.107.1/datetime-macosarm64-0.107.1.jar returned status 404
0.107.1	metadata	2026-04-25T00:06:15Z	
0.107.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/peekandpoke/ultra/datetime-macosarm64/0.107.2/datetime-macosarm64-0.107.2.jar returned status 404
0.107.2	metadata	2026-04-25T09:55:44Z	
