0.116.0-alpha			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.116.0-alpha/google-cloud-datalabeling-parent-0.116.0-alpha.jar returned status 404
0.116.1-alpha			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.116.1-alpha/google-cloud-datalabeling-parent-0.116.1-alpha.jar returned status 404
0.116.2-alpha			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.116.2-alpha/google-cloud-datalabeling-parent-0.116.2-alpha.jar returned status 404
0.116.3-alpha			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.116.3-alpha/google-cloud-datalabeling-parent-0.116.3-alpha.jar returned status 404
0.117.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.117.0/google-cloud-datalabeling-parent-0.117.0.jar returned status 404
0.118.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.118.0/google-cloud-datalabeling-parent-0.118.0.jar returned status 404
0.118.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.118.1/google-cloud-datalabeling-parent-0.118.1.jar returned status 404
0.118.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.118.2/google-cloud-datalabeling-parent-0.118.2.jar returned status 404
0.119.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.0/google-cloud-datalabeling-parent-0.119.0.jar returned status 404
0.119.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.1/google-cloud-datalabeling-parent-0.119.1.jar returned status 404
0.119.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.10/google-cloud-datalabeling-parent-0.119.10.jar returned status 404
0.119.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.11/google-cloud-datalabeling-parent-0.119.11.jar returned status 404
0.119.12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.12/google-cloud-datalabeling-parent-0.119.12.jar returned status 404
0.119.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.13/google-cloud-datalabeling-parent-0.119.13.jar returned status 404
0.119.14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.14/google-cloud-datalabeling-parent-0.119.14.jar returned status 404
0.119.15			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.15/google-cloud-datalabeling-parent-0.119.15.jar returned status 404
0.119.16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.16/google-cloud-datalabeling-parent-0.119.16.jar returned status 404
0.119.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.2/google-cloud-datalabeling-parent-0.119.2.jar returned status 404
0.119.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.3/google-cloud-datalabeling-parent-0.119.3.jar returned status 404
0.119.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.4/google-cloud-datalabeling-parent-0.119.4.jar returned status 404
0.119.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.5/google-cloud-datalabeling-parent-0.119.5.jar returned status 404
0.119.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.6/google-cloud-datalabeling-parent-0.119.6.jar returned status 404
0.119.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.7/google-cloud-datalabeling-parent-0.119.7.jar returned status 404
0.119.9			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.119.9/google-cloud-datalabeling-parent-0.119.9.jar returned status 404
0.120.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.120.0/google-cloud-datalabeling-parent-0.120.0.jar returned status 404
0.120.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.120.1/google-cloud-datalabeling-parent-0.120.1.jar returned status 404
0.120.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.120.2/google-cloud-datalabeling-parent-0.120.2.jar returned status 404
0.121.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.121.0/google-cloud-datalabeling-parent-0.121.0.jar returned status 404
0.121.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/google/cloud/google-cloud-datalabeling-parent/0.121.1/google-cloud-datalabeling-parent-0.121.1.jar returned status 404
