0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/halfbit/componental-iosx64/0.1/componental-iosx64-0.1.jar returned status 404
0.1	metadata	2024-07-16T14:13:37Z	
0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/halfbit/componental-iosx64/0.2/componental-iosx64-0.2.jar returned status 404
0.2	metadata	2024-07-19T07:53:23Z	
0.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/halfbit/componental-iosx64/0.3/componental-iosx64-0.3.jar returned status 404
0.3	metadata	2024-07-22T13:05:13Z	
0.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/halfbit/componental-iosx64/0.4/componental-iosx64-0.4.jar returned status 404
0.4	metadata	2024-08-23T16:08:34Z	
0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/halfbit/componental-iosx64/0.5/componental-iosx64-0.5.jar returned status 404
0.5	metadata	2024-08-30T18:09:27Z	
0.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/halfbit/componental-iosx64/0.6/componental-iosx64-0.6.jar returned status 404
0.6	metadata	2024-09-19T08:46:58Z	
0.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/de/halfbit/componental-iosx64/0.7/componental-iosx64-0.7.jar returned status 404
0.7	metadata	2024-10-05T13:06:08Z	
