0.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/adeo/kviewmodel-compose-iosarm64/0.13/kviewmodel-compose-iosarm64-0.13.jar returned status 404
0.13	metadata	2023-01-11T19:44:38Z	
0.14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/adeo/kviewmodel-compose-iosarm64/0.14/kviewmodel-compose-iosarm64-0.14.jar returned status 404
0.14	metadata	2023-03-10T09:14:32Z	
0.15			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/adeo/kviewmodel-compose-iosarm64/0.15/kviewmodel-compose-iosarm64-0.15.jar returned status 404
0.15	metadata	2023-11-23T08:18:55Z	
0.16			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/adeo/kviewmodel-compose-iosarm64/0.16/kviewmodel-compose-iosarm64-0.16.jar returned status 404
0.16	metadata	2024-01-18T07:27:32Z	
0.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/adeo/kviewmodel-compose-iosarm64/0.17/kviewmodel-compose-iosarm64-0.17.jar returned status 404
0.17	metadata	2024-03-01T12:52:14Z	
0.18			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/adeo/kviewmodel-compose-iosarm64/0.18/kviewmodel-compose-iosarm64-0.18.jar returned status 404
0.18	metadata	2024-03-08T19:24:24Z	
