2018-01-03	named	com.google.template	soy	2018-01-03T22:01:26Z	6.0
2018-03-14	named	com.google.template	soy	2018-03-15T15:33:48Z	6.0
2019-03-11	named	com.google.template	soy	2019-03-11T18:41:07Z	7.0.0
2019-03-07	named	com.google.template	soy	2019-03-11T23:59:34Z	7.0.0
2019-04-18	named	com.google.template	soy	2019-04-18T17:24:35Z	7.0.0
2019-07-14	named	com.google.template	soy	2019-07-15T06:29:18Z	7.0.0
2019-08-22	named	com.google.template	soy	2019-08-22T16:31:36Z	7.0.0
2019-09-03	named	com.google.template	soy	2019-09-03T19:50:04Z	7.0.0
2019-10-08	named	com.google.template	soy	2019-10-09T01:53:19Z	7.0.0
2020-08-24	named	com.google.template	soy	2020-08-26T17:19:29Z	7.0.0
2021-02-01	named	com.google.template	soy	2021-02-04T22:32:35Z	7.0.0
2022-03-02	named	com.google.template	soy	2022-03-07T23:04:18Z	7.0.0
2022-03-07	named	com.google.template	soy	2022-03-07T23:11:59Z	7.0.0
2022-07-20	named	com.google.template	soy	2022-07-20T21:15:12Z	9.3.0
2022-10-26	named	com.google.template	soy	2022-10-26T20:22:28Z	9.3.0
