0.18.58	named	is.codion	codion-tools-jul-classpath	2025-11-10T12:33:03Z	0.18.58
0.18.59	named	is.codion	codion-tools-jul-classpath	2025-11-16T15:46:03Z	0.18.59
0.18.60	named	is.codion	codion-tools-jul-classpath	2025-11-24T13:11:26Z	0.18.60
0.18.61	named	is.codion	codion-tools-jul-classpath	2025-12-01T13:19:08Z	0.18.61
0.18.62	named	is.codion	codion-tools-jul-classpath	2025-12-15T11:32:53Z	0.18.62
0.18.63	named	is.codion	codion-tools-jul-classpath	2025-12-30T13:35:07Z	0.18.63
0.18.64	named	is.codion	codion-tools-jul-classpath	2026-01-05T12:54:19Z	0.18.64
0.18.65	named	is.codion	codion-tools-jul-classpath	2026-01-12T14:54:52Z	0.18.65
0.18.66	named	is.codion	codion-tools-jul-classpath	2026-01-19T14:27:11Z	0.18.66
0.18.67	named	is.codion	codion-tools-jul-classpath	2026-01-31T19:32:33Z	0.18.67
0.18.68	named	is.codion	codion-tools-jul-classpath	2026-02-09T13:18:47Z	0.18.68
0.18.69	named	is.codion	codion-tools-jul-classpath	2026-02-18T10:38:55Z	0.18.69
0.18.70	named	is.codion	codion-tools-jul-classpath	2026-03-04T13:51:49Z	0.18.70
0.18.71	named	is.codion	codion-tools-jul-classpath	2026-03-16T12:21:01Z	0.18.71
0.18.72	named	is.codion	codion-tools-jul-classpath	2026-03-30T10:36:05Z	0.18.72
0.18.73	named	is.codion	codion-tools-jul-classpath	2026-05-18T11:09:23Z	0.18.73
0.18.74	named	is.codion	codion-tools-jul-classpath	2026-06-01T12:50:43Z	0.18.74
0.18.75	named	is.codion	codion-tools-jul-classpath	2026-06-08T11:34:55Z	0.18.75
0.18.76	named	is.codion	codion-tools-jul-classpath	2026-06-16T12:24:47Z	0.18.76
0.18.77	named	is.codion	codion-tools-jul-classpath	2026-06-29T14:51:21Z	0.18.77
0.18.78	named	is.codion	codion-tools-jul-classpath	2026-07-06T23:55:08Z	0.18.78
0.18.80	named	is.codion	codion-tools-jul-classpath	2026-07-13T10:45:57Z	0.18.80
0.18.81	named	is.codion	codion-tools-jul-classpath	2026-07-27T23:54:04Z	0.18.81
