0.3.100		2026-08-26T21:19:51Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.100/srcclr-sdk-install-prerequisites-0.3.100.jar returned status 404
0.3.26			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.26/srcclr-sdk-install-prerequisites-0.3.26.jar returned status 404
0.3.27			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.27/srcclr-sdk-install-prerequisites-0.3.27.jar returned status 404
0.3.28			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.28/srcclr-sdk-install-prerequisites-0.3.28.jar returned status 404
0.3.29			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.29/srcclr-sdk-install-prerequisites-0.3.29.jar returned status 404
0.3.30			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.30/srcclr-sdk-install-prerequisites-0.3.30.jar returned status 404
0.3.31			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.31/srcclr-sdk-install-prerequisites-0.3.31.jar returned status 404
0.3.32			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.32/srcclr-sdk-install-prerequisites-0.3.32.jar returned status 404
0.3.33			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.33/srcclr-sdk-install-prerequisites-0.3.33.jar returned status 404
0.3.34			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.34/srcclr-sdk-install-prerequisites-0.3.34.jar returned status 404
0.3.35			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.35/srcclr-sdk-install-prerequisites-0.3.35.jar returned status 404
0.3.36			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.36/srcclr-sdk-install-prerequisites-0.3.36.jar returned status 404
0.3.37			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.37/srcclr-sdk-install-prerequisites-0.3.37.jar returned status 404
0.3.38			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.38/srcclr-sdk-install-prerequisites-0.3.38.jar returned status 404
0.3.39			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.39/srcclr-sdk-install-prerequisites-0.3.39.jar returned status 404
0.3.40			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.40/srcclr-sdk-install-prerequisites-0.3.40.jar returned status 404
0.3.41			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.41/srcclr-sdk-install-prerequisites-0.3.41.jar returned status 404
0.3.42			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.42/srcclr-sdk-install-prerequisites-0.3.42.jar returned status 404
0.3.43			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.43/srcclr-sdk-install-prerequisites-0.3.43.jar returned status 404
0.3.44			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.44/srcclr-sdk-install-prerequisites-0.3.44.jar returned status 404
0.3.45			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.45/srcclr-sdk-install-prerequisites-0.3.45.jar returned status 404
0.3.46			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.46/srcclr-sdk-install-prerequisites-0.3.46.jar returned status 404
0.3.47			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.47/srcclr-sdk-install-prerequisites-0.3.47.jar returned status 404
0.3.48			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.48/srcclr-sdk-install-prerequisites-0.3.48.jar returned status 404
0.3.49			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.49/srcclr-sdk-install-prerequisites-0.3.49.jar returned status 404
0.3.54			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.54/srcclr-sdk-install-prerequisites-0.3.54.jar returned status 404
0.3.55			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.55/srcclr-sdk-install-prerequisites-0.3.55.jar returned status 404
0.3.56			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.56/srcclr-sdk-install-prerequisites-0.3.56.jar returned status 404
0.3.57			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.57/srcclr-sdk-install-prerequisites-0.3.57.jar returned status 404
0.3.58			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.58/srcclr-sdk-install-prerequisites-0.3.58.jar returned status 404
0.3.59			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.59/srcclr-sdk-install-prerequisites-0.3.59.jar returned status 404
0.3.60			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.60/srcclr-sdk-install-prerequisites-0.3.60.jar returned status 404
0.3.62			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.62/srcclr-sdk-install-prerequisites-0.3.62.jar returned status 404
0.3.63			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.63/srcclr-sdk-install-prerequisites-0.3.63.jar returned status 404
0.3.71			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.71/srcclr-sdk-install-prerequisites-0.3.71.jar returned status 404
0.3.72			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.72/srcclr-sdk-install-prerequisites-0.3.72.jar returned status 404
0.3.73			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.73/srcclr-sdk-install-prerequisites-0.3.73.jar returned status 404
0.3.74			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.74/srcclr-sdk-install-prerequisites-0.3.74.jar returned status 404
0.3.75			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.75/srcclr-sdk-install-prerequisites-0.3.75.jar returned status 404
0.3.79			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.79/srcclr-sdk-install-prerequisites-0.3.79.jar returned status 404
0.3.80			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.80/srcclr-sdk-install-prerequisites-0.3.80.jar returned status 404
0.3.97			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.97/srcclr-sdk-install-prerequisites-0.3.97.jar returned status 404
0.3.98			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.98/srcclr-sdk-install-prerequisites-0.3.98.jar returned status 404
0.3.99			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/srcclr/srcclr-sdk-install-prerequisites/0.3.99/srcclr-sdk-install-prerequisites-0.3.99.jar returned status 404
