0.9.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.21/hyperion-shared-preferences-0.9.21.jar returned status 404
0.9.22			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.22/hyperion-shared-preferences-0.9.22.jar returned status 404
0.9.23			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.23/hyperion-shared-preferences-0.9.23.jar returned status 404
0.9.24			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.24/hyperion-shared-preferences-0.9.24.jar returned status 404
0.9.25			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.25/hyperion-shared-preferences-0.9.25.jar returned status 404
0.9.26			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.26/hyperion-shared-preferences-0.9.26.jar returned status 404
0.9.27			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.27/hyperion-shared-preferences-0.9.27.jar returned status 404
0.9.29			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.29/hyperion-shared-preferences-0.9.29.jar returned status 404
0.9.30			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.30/hyperion-shared-preferences-0.9.30.jar returned status 404
0.9.31			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.31/hyperion-shared-preferences-0.9.31.jar returned status 404
0.9.32			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.32/hyperion-shared-preferences-0.9.32.jar returned status 404
0.9.33			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.33/hyperion-shared-preferences-0.9.33.jar returned status 404
0.9.34			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.34/hyperion-shared-preferences-0.9.34.jar returned status 404
0.9.36			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.36/hyperion-shared-preferences-0.9.36.jar returned status 404
0.9.37			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.37/hyperion-shared-preferences-0.9.37.jar returned status 404
0.9.38			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/willowtreeapps/hyperion/hyperion-shared-preferences/0.9.38/hyperion-shared-preferences-0.9.38.jar returned status 404
