2025.3.0	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.3.0
2025.2.7	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.2.7
2025.2.6	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.2.6
2025.2.5	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.2.5
2025.2.4	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.2.4
2025.2.3	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.2.3
2025.2.2	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.2.2
2025.2.1	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.2.1
2025.2.0	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.2.0
2025.1.0	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.1.0
2025.0.3	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.0.3
2025.0.2	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.0.2
2025.0.1	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.0.1
2025.0.0	org.neo4j	neo4j-cypher-dsl-codegen-core	2025.0.0
2024.7.4	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.7.4
2024.7.3	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.7.3
2024.7.2	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.7.2
2024.7.1	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.7.1
2024.7.0	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.7.0
2024.6.1	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.6.1
2024.6.0	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.6.0
2024.5.1	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.5.1
2024.5.0	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.5.0
2024.4.1	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.4.1
2024.4.0	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.4.0
2024.3.2	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.3.2
2024.3.1	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.3.1
2024.3.0	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.3.0
2024.2.0	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.2.0
2024.1.0	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.1.0
2024.0.3	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.0.3
2024.0.2	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.0.2
2024.0.1	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.0.1
2024.0.0	org.neo4j	neo4j-cypher-dsl-codegen-core	2024.0.0
2023.9.8	org.neo4j	neo4j-cypher-dsl-codegen-core	2023.9.8
2023.9.7	org.neo4j	neo4j-cypher-dsl-codegen-core	2023.9.7
2023.9.6	org.neo4j	neo4j-cypher-dsl-codegen-core	2023.9.6
2023.9.5	org.neo4j	neo4j-cypher-dsl-codegen-core	2023.9.5
2023.9.4	org.neo4j	neo4j-cypher-dsl-codegen-core	2023.9.4
2023.9.3	org.neo4j	neo4j-cypher-dsl-codegen-core	2023.9.3
