3.4.400	automatic	org.eclipse.platform	org.eclipse.ui.examples.javaeditor
3.4.300	automatic	org.eclipse.platform	org.eclipse.ui.examples.javaeditor
3.4.200	automatic	org.eclipse.platform	org.eclipse.ui.examples.javaeditor
3.4.100	automatic	org.eclipse.platform	org.eclipse.ui.examples.javaeditor
3.4.0	automatic	org.eclipse.platform	org.eclipse.ui.examples.javaeditor
3.3.100	automatic	org.eclipse.platform	org.eclipse.ui.examples.javaeditor
3.3.0	automatic	org.eclipse.platform	org.eclipse.ui.examples.javaeditor
3.2.500	automatic	org.eclipse.platform	org.eclipse.ui.examples.javaeditor
3.2.400	automatic	org.eclipse.platform	org.eclipse.ui.examples.javaeditor
3.2.300	automatic	org.eclipse.platform	org.eclipse.ui.examples.javaeditor
3.2.200	automatic	org.eclipse.platform	org.eclipse.ui.examples.javaeditor
