2.8.9-ea-0	automatic	org.immutables	generator-processor	2020-11-22T07:38:39Z	
2.8.9-ea-1	automatic	org.immutables	generator-processor	2020-11-22T10:42:07Z	
2.9.0-beta1	automatic	org.immutables	generator-processor	2021-04-18T18:50:20Z	
2.9.0-beta2	automatic	org.immutables	generator-processor	2021-04-20T18:46:34Z	
2.9.0-beta3	automatic	org.immutables	generator-processor	2021-06-19T03:36:15Z	
2.9.0-rc1	automatic	org.immutables	generator-processor	2021-09-15T01:56:15Z	
2.9.0	automatic	org.immutables	generator-processor	2022-01-19T03:56:45Z	
2.9.1	automatic	org.immutables	generator-processor	2022-08-21T21:30:12Z	
2.9.2	automatic	org.immutables	generator-processor	2022-09-08T02:41:50Z	
2.9.3	automatic	org.immutables	generator-processor	2022-12-13T21:15:03Z	
2.10.0-rc0	automatic	org.immutables	generator-processor	2023-06-05T18:31:56Z	
2.10.0-rc1	automatic	org.immutables	generator-processor	2023-08-27T07:13:46Z	
2.10.0	automatic	org.immutables	generator-processor	2023-10-06T17:09:46Z	
2.10.1	automatic	org.immutables	generator-processor	2024-02-17T18:01:07Z	
2.11.0-beta1	automatic	org.immutables	generator-processor	2025-03-31T02:05:41Z	
2.11.0-beta2	automatic	org.immutables	generator-processor	2025-03-31T02:14:17Z	
2.11.0	automatic	org.immutables	generator-processor	2025-06-27T16:49:28Z	
2.11.1	automatic	org.immutables	generator-processor	2025-07-15T18:41:39Z	
2.11.2	automatic	org.immutables	generator-processor	2025-08-04T18:12:45Z	
2.11.3	automatic	org.immutables	generator-processor	2025-08-12T23:40:42Z	
2.11.4	automatic	org.immutables	generator-processor	2025-09-25T01:58:09Z	
2.11.5	automatic	org.immutables	generator-processor	2025-10-08T00:30:19Z	
2.11.6	automatic	org.immutables	generator-processor	2025-10-08T18:22:06Z	
2.11.7	automatic	org.immutables	generator-processor	2025-11-18T00:35:36Z	
2.12.0-rc0	automatic	org.immutables	generator-processor	2025-12-08T18:30:56Z	
2.12.0	automatic	org.immutables	generator-processor	2025-12-08T21:00:13Z	
2.12.1	automatic	org.immutables	generator-processor	2026-01-06T20:05:44Z	
