1.4.400	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.4.300	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.4.200	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.4.100	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.4.0	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.3.400	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.3.300	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.3.200	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.3.100	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.3.0	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.2.500	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.2.400	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.2.300	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.2.200	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
1.2.100	automatic	org.eclipse.platform	org.eclipse.equinox.transforms.hook
