11.1	com.github.cowwoc.requirements	requirements-jackson	11.1
11.0	com.github.cowwoc.requirements	jackson	11.0
10.12	com.github.cowwoc.requirements	jackson	10.12
10.11	com.github.cowwoc.requirements	jackson	10.11
10.10	com.github.cowwoc.requirements	jackson	10.10
10.9	com.github.cowwoc.requirements	jackson	10.9
10.8	com.github.cowwoc.requirements	jackson	10.8
10.7	com.github.cowwoc.requirements	jackson	10.7
10.6	com.github.cowwoc.requirements	jackson	10.6
10.5	com.github.cowwoc.requirements	jackson	10.5
10.4	com.github.cowwoc.requirements	jackson	10.4
10.3	com.github.cowwoc.requirements	jackson	10.3
10.2	com.github.cowwoc.requirements	jackson	10.2
10.1	com.github.cowwoc.requirements	jackson	10.1
10.0	com.github.cowwoc.requirements	jackson	10.0
